TeamName,Score
Steven66886688,748.4
瀧山翔平,525.7
Tys TANA,787.7
Darren Koh,761.4
Masahiro Nagasawa,985.3
dansuke,619.1
Kirby Tran,136.0
czechmix,710.8
WO LOAD,653.3
ひげだるま(inovie株式会社),883.7
GluePickel,909.3
Harnoor Singh,211.0
Jack Hunter,507.7
kotakota1234,824.4
Fidèle José kOUAGOU,708.5
Regulus2838,424.3
michaeloblak,695.1
sa s,570.5
vetsin,296.0
ningeeen,701.0
kaggle.omusubi,353.4
gaony,372.2
Colin19,635.2
Edwin Ho,724.0
Electoria,622.2
헛개나무,664.2
YanXiaohan666,830.8
Gracie,394.1
Ryosuke Nagamatsu,496.2
Nqcqlx,491.6
Joshua Magady,604.2
lopunny's lovers,806.0
Pablo,515.9
Aditya,942.9
宮原景信,669.0
testuser,656.2
Yunioshi,466.6
Vishesh Banna,867.6
sake-kuzu,282.0
podenco,767.3
シン ソウイチロイ,607.5
phalanchang,493.7
Nora,727.5
Aleksei Balandin,583.1
Kana Yamaguchi,867.2
itofuki,450.1
PNGN,816.5
The Malaysia Peas,433.2
Varun Rao,336.5
matsurih,904.9
YukiIde,285.0
PokéPoké,1009.4
starclan,876.3
hatakazu93,987.8
Tardigrades,720.6
bobfromjapan,286.0
Fotone,631.9
shindannin,384.9
Anhad Mahajan,964.5
rmizuta,509.5
cherry_luvly,832.3
Ayush Thakur,329.1
macaron,790.2
Anmol611,568.3
ayasaki rin,653.4
Senn88,632.3
Kujaomega,907.2
stray dog,317.7
Simon Côté,207.0
(ノ◡ <),845.3
yousan,735.1
Mansi anil kadam,479.8
André🇧🇷,347.0
Evily Evihut,856.0
Sasaki Shoya,353.0
松野恭成,438.7
Metamor,885.1
TrevorSheehan,719.1
SENGA,542.2
Ras,666.2
Flying Banana,575.0
h_noson,790.2
Andreas Bretschneider,652.8
ren-ai,369.5
jrubiosainz,873.8
yuarth,324.8
Kana,782.2
ItsEvie,378.6
honjousetuna,955.7
Aicy14,25.2
CyberGhost2077,759.7
tonpeeee_pokemon,657.5
Misha Shikhov,862.9
Snow Yan,325.5
yyou97,685.1
神～卍ぴくるすうどん卍～最強「ミラティブ配信中」,832.8
kiyu,904.9
Yuya Shintani,551.2
Ezra,200.7
hibikisato0413,564.4
okicom富田,491.3
senseiphone,860.4
oooooootu,384.6
tantk7,847.2
naokichi4869,675.5
YOYOYO2026,462.5
MoriTeruto,294.0
Battle Data Base,759.0
sea8gull,985.2
電気通信ポケモン大学,1017.2
Mymonaka,801.1
iketatsu,734.5
JIBINA EA,586.6
aigood,769.2
Haoyu Yan,261.5
shyGnome3,895.9
Toshiki Tsuchiya,771.8
Naoki Takagi,395.4
Zbida,591.1
XtraLearning,860.4
pipi14ramu,744.2
Cybolt Solutions,711.9
ToraaaAa,390.8
CMK,1014.6
Gumi Bera,381.0
MEP,801.8
Ingenio,946.5
Adrian Dubois,846.1
Martin Stoyanov,493.6
suruli,772.7
Wellch,680.3
dT3Tbx,628.1
chris,477.3
H. Ashida,346.3
matsutomo,190.5
DenisEdwards,716.3
Oikon,623.3
tanako-,832.9
Noir,845.9
Can Kural,976.2
mage03,856.7
Kenji Ishibashi,692.1
Albert Wang,837.9
PokeBotty,744.8
Shinichi,553.6
yiyu0716,1006.6
ToMo,693.0
Takeshi&maria,448.0
Gotta catch 'em all,972.8
ReefSnax,365.6
JJ Bean,753.5
okayu777,880.5
EasonLee0917,700.5
monicrew,873.1
しみずたいせい,562.5
nicov8810,656.8
Martin,403.1
machapin,856.4
rikakei_no_otaku,803.0
DiuDiu,742.0
natsu,729.7
Michał Łapiński,710.1
Hiroshi Ikeda,686.1
kanade73,430.5
DaiPh,757.9
Laysen,571.3
illness fubuki,825.0
Twin Energy,519.5
guregu321,368.0
tomek kur,407.1
Shima_2054,466.5
Par_Kahe,667.8
Spanish Duck,664.8
sasaki,370.3
Shawn Sullen,813.0
Ruhex,611.1
Koshiro Yasuyama,559.8
Kasasree Google,973.1
gibbonhugs,963.5
prod1gy,825.0
ささきん,736.4
ryan panda,664.6
m-murao,660.4
Banjo,988.5
v0m0v,847.0
hiroki ogata,793.6
X.X,767.7
WUJIAHAO,458.9
YamamotoKazuya,674.1
TidalBuckeye,543.3
fjtk005,352.6
ko_fusion_JPN,416.1
Javier Arturo Gutierrez Sanchez,935.7
Thazzeus,657.7
YUTO KOJIMA,769.1
Ksterx,781.8
Santipab Tongchan,561.6
Bowowen,798.7
Sera,445.7
"""yui""project",579.5
Jack12xl,719.5
nkenji,817.5
team TDL,550.8
ZhouActor,332.8
Hritik Arasu,813.1
wattanx,573.5
flatton,687.0
AnSuSu,972.3
[Deleted] 91a15118-4b67-4743-9d3d-30db5dad7efe,443.5
和田竜一,893.4
Konno Ryoya,399.3
AGNT.gg,883.8
Yuto Uesugi,727.4
SuicuneGS,810.0
ララ！ラボ,675.7
Libur_,624.9
tera358,602.7
熊本啓汰,700.7
Amon Kizawa,777.8
Hải Đăng,310.4
SOUTA Sakurai,706.2
Keisuke Ota (Kei),530.4
payanotty,985.9
T-Sumida,434.9
naoto harada000001,396.3
sidney niu,816.2
Yusuke #2,693.1
naoto714,679.7
あびかし,661.1
nikepoke,408.5
TeamSCSQ(チームスクスク),841.0
R.Kaikura,715.6
jhjh,357.6
InformaBook2,926.5
msd0110,640.1
CHS,308.5
foo_foo,901.2
KenPTCG,626.0
Team 阿頼耶識,892.6
hookbook,723.6
gaskitcg,577.9
Wilson Mugabo,749.9
monisoi,790.6
fredpk,730.2
Aevion-Labs,727.0
R.I,484.6
torahirod,463.3
Oscarmoon09,406.8
Quinten21,353.4
Mudkip's Machines,315.9
aka9999,232.6
ytk03,592.1
Manish Swami,509.5
oimo_tabetai,651.2
RRR1712,306.0
harapeco_onakasuita,401.5
yuya,556.4
Hyun-woo Kim,520.9
victorvv,984.4
Yxy2001,945.1
"tomo48""",836.5
STS1106,600.0
shimadadada,516.8
mgoto51004,957.8
Ryosei Kojima,1150
KanngaiAgriculture,683.5
コモルー,681.7
あじゃる,792.2
Juan Resendiz,505.0
Nailin2005,231.1
Soulemane ISSIFOU,979.1
tonakaiiii,1209.0
gakutomo,657.5
Pokemon Catchers,829.0
hdt666,494.6
yuki #5,325.8
みがわり,1150
micchy,692.0
yosuke kurosu,690.0
menace369,844.1
Gilberto Santos,309.5
Eriya,167.7
Handudu,854.8
Yuki Ikeda,620.3
ArthurDa,715.8
Anup Patil,451.5
ktDAMA,599.6
TDENIS,595.2
Ant,970.2
Kazukichi,329.9
Nouzen,802.7
nethakase,403.0
fie_plachta,778.6
maaggle,654.0
Marcus Vinicius,766.9
toruneko,625.6
astriarty,932.7
Sophie,885.5
GS,712.7
katsuya-pokeca,773.5
Keanan,223.2
POModolo,370.9
elijah ledger,367.4
tototo,804.0
miyakokonbu,762.2
akiakane,545.5
Keisuke Hirose,663.1
gonbe,712.1
E_96tree,757.1
Viktor Antonov,226.0
ykhnkf,985.1
Miguel-jp,844.6
Luscaassz,380.5
Lester Leong,529.5
kuma_jp,931.8
Emanuel Perez,750.5
Kazeneko,938.0
からし,646.1
wsdsby,985.3
Ikki Katsuyama,770.8
Ren Yamazaki,518.2
paraina,283.0
shallowfieldagon,736.8
I wanna be the very best,630.1
ibushimaru,483.5
AmiciDelPo,825.5
Dauthui,794.2
ojicat,786.0
Evan Kim,518.5
村松 大介,644.6
canesro,525.0
tktkyamyam,785.1
syuuuuu,817.0
TEAM NAME,1064.5
Mohammad Hatoum,560.5
Kouto,465.8
PokeMoE,706.8
HeartGold,561.7
Arkat Khassanov,711.5
